Symbol,Company_Name,Sector,Data_Exising,History_Existing
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Finance,True,3770.0
BSET,Bassett Furniture Industries Incorporated Common Stock,Consumer Discretionary,True,6225.0
BSIG,BrightSphere Investment Group Inc. Common Stock,Finance,True,2510.0
BSIIU,Black Spade Acquisition II Co Unit,Finance,True,23.0
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,Finance,True,3611.0
BSLK,Bolt Projects Holdings Inc. Common Stock,Industrials,True,855.0
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,Energy,True,2371.0
BSRR,Sierra Bancorp Common Stock,Finance,True,6225.0
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,Finance,True,2496.0
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,Finance,True,1325.0
BSVN,Bank7 Corp. Common stock,Finance,True,1516.0
BSX,Boston Scientific Corporation Common Stock,Health Care,True,6225.0
BSY,Bentley Systems Incorporated Class B Common Stock,Technology,True,1011.0
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,Finance,True,4680.0
BTAI,BioXcel Therapeutics Inc. Common Stock,Health Care,True,1652.0
BTBD,BT Brands Inc. Common Stock,Consumer Discretionary,True,723.0
BTBT,Bit Digital Inc. Ordinary Shares,Finance,True,1644.0
BTCM,BIT Mining Limited ADS,Technology,True,2730.0
BTCS,BTCS Inc. Common Stock,Finance,True,3491.0
BTCT,BTC Digital Ltd. Ordinary Shares,Real Estate,True,1497.0
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,Finance,True,799.0
BTE,Baytex Energy Corp Common Shares,Energy,True,4655.0
BTG,B2Gold Corp Common shares (Canada),Basic Materials,True,4095.0
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,Health Care,True,6225.0
BTM,Bitcoin Depot Inc. Class A Common Stock,Finance,True,616.0
BTMD,Biote Corp. Class A Common Stock,Health Care,True,862.0
BTO,John Hancock Financial Opportunities Fund Common Stock,Finance,True,6225.0
BTOC,Armlogi Holding Corp. Common Stock,Consumer Discretionary,True,96.0
BTOG,Bit Origin Limited Ordinary Shares,Finance,True,1290.0
BTSG,BrightSpring Health Services Inc. Common Stock,Health Care,True,171.0
BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,Health Care,True,171.0
BTT,BlackRock Municipal 2030 Target Term Trust,Finance,True,3039.0
BTTR,Better Choice Company Inc. Common Stock,Consumer Staples,True,3597.0
BTU,Peabody Energy Corporation Common Stock ,Energy,True,1886.0
BTZ,BlackRock Credit Allocation Income Trust,Finance,True,4471.0
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Consumer Staples,True,3838.0
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,Finance,True,3232.0
BUJA,Bukit Jalil Global Acquisition 1 Ltd. Ordinary Shares,Finance,True,270.0
BUJAU,Bukit Jalil Global Acquisition 1 Ltd. Unit,Finance,True,317.0
BUR,Burford Capital Limited Ordinary Shares,Finance,True,993.0
BURL,Burlington Stores Inc. Common Stock,Consumer Discretionary,True,2767.0
BUSE,First Busey Corporation Class A Common Stock,Finance,True,6225.0
BV,BrightView Holdings Inc. Common Stock,Consumer Discretionary,True,1574.0
BVFL,BV Financial Inc. Common Stock,Finance,True,4937.0
BVN,Buenaventura Mining Company Inc.,Basic Materials,True,6225.0
BVS,Bioventus Inc. Class A Common Stock,Health Care,True,914.0
BW,Babcock & Wilcox Enterprises Inc. Common Stock,Industrials,True,2339.0
BWA,BorgWarner Inc. Common Stock,Consumer Discretionary,True,6225.0
BWAY,BrainsWay Ltd. American Depositary Shares,Health Care,True,1373.0
BWB,Bridgewater Bancshares Inc. Common Stock,Finance,True,1648.0
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,Finance,True,784.0
BWEN,Broadwind Inc. Common Stock,Telecommunications,True,4752.0
BWFG,Bankwell Financial Group Inc. Common Stock,Finance,True,3648.0
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,Finance,True,3147.0
BWIN,The Baldwin Insurance Group Inc. Class A Common Stock,Finance,True,1241.0
BWLP,BW LPG Limited Common Shares,Consumer Discretionary,True,2687.0
BWMN,Bowman Consulting Group Ltd. Common Stock,Consumer Discretionary,True,855.0
BWMX,Betterware de Mexico S.A.P.I. de C.V. Ordinary Shares,Consumer Discretionary,True,1445.0
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,Industrials,True,699.0
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,Industrials,True,911.0
BWXT,BWX Technologies Inc. Common Stock,Industrials,True,3565.0
BX,Blackstone Inc. Common Stock,Finance,True,4348.0
BXC,Bluelinx Holdings Inc. Common Stock,Consumer Discretionary,True,4982.0
BXMT,Blackstone Mortgage Trust Inc. Common Stock,Real Estate,True,6225.0
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,Finance,True,5015.0
BXP,BXP Inc. Common Stock,Real Estate,True,6225.0
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,Finance,True,734.0
BY,Byline Bancorp Inc. Common Stock,Finance,True,1824.0
BYD,Boyd Gaming Corporation Common Stock,Consumer Discretionary,True,6225.0
BYFC,Broadway Financial Corporation Class A Common Stock,Finance,True,6225.0
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,Finance,True,5517.0
BYND,Beyond Meat Inc. Common Stock,Consumer Staples,True,1363.0
BYNO,byNordic Acquisition Corporation Class A Common Stock,Finance,True,625.0
BYON,Beyond Inc. Common Stock,Consumer Discretionary,True,5623.0
BYSI,BeyondSpring Inc. Ordinary Shares,Health Care,True,1903.0
BZ,KANZHUN LIMITED American Depository Shares,Technology,True,831.0
BZFD,BuzzFeed Inc. Class A Common Stock,Consumer Discretionary,True,899.0
BZH,Beazer Homes USA Inc. Common Stock,Consumer Discretionary,True,6225.0
BZUN,Baozun Inc. American Depositary Shares,Consumer Discretionary,True,2357.0
C,Citigroup Inc. Common Stock,Finance,True,6225.0
CAAP,Corporacion America Airports SA Common Shares,Consumer Discretionary,True,1676.0
CAAS,China Automotive Systems Inc. Common Stock,Consumer Discretionary,True,5418.0
CABA,Cabaletta Bio Inc. Common Stock,Health Care,True,1240.0
CABO,Cable One Inc. Common Stock,Telecommunications,True,2342.0
CAC,Camden National Corporation Common Stock,Finance,True,6225.0
CACC,Credit Acceptance Corporation Common Stock,Finance,True,6225.0
CACI,CACI International Inc. Class A Common Stock,Technology,True,6225.0
CADE,Cadence Bank Common Stock,Finance,True,6225.0
CADL,Candel Therapeutics Inc. Common Stock,Health Care,True,800.0
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,Finance,True,4531.0
CAG,ConAgra Brands Inc. Common Stock,Consumer Staples,True,6225.0
CAH,Cardinal Health Inc. Common Stock,Health Care,True,6225.0
CAKE,Cheesecake Factory Incorporated (The) Common Stock,Consumer Discretionary,True,6225.0
CAL,Caleres Inc. Common Stock,Consumer Discretionary,True,6225.0
CALC,CalciMedica Inc. Common Stock,Health Care,True,326.0
CALM,Cal-Maine Foods Inc. Common Stock,Consumer Staples,True,6225.0
CALX,Calix Inc Common Stock,Consumer Discretionary,True,3655.0
CAMT,Camtek Ltd. Ordinary Shares,Technology,True,6081.0
CAN,Canaan Inc. American Depositary Shares,Technology,True,1222.0
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),Health Care,True,2994.0
CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,Technology,True,1555.0
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,Energy,True,3000.0
CAPR,Capricor Therapeutics Inc. Common Stock,Health Care,True,4438.0
CAPT,Captivision Inc. Ordinary Shares,Finance,True,626.0
CAR,Avis Budget Group Inc. Common Stock,Consumer Discretionary,True,6225.0
CARA,Cara Therapeutics Inc. Common Stock,Health Care,True,2684.0
CARE,Carter Bankshares Inc. Common Stock,Finance,True,4417.0
CARG,CarGurus Inc. Class A Common Stock ,Technology,True,1752.0
CARM,Carisma Therapeutics Inc. Common Stock,Health Care,True,2680.0
CARR,Carrier Global Corporation Common Stock ,Industrials,True,1141.0
CARS,Cars.com Inc. Common Stock ,Technology,True,1845.0
CART,Maplebear Inc. Common Stock,Consumer Discretionary,True,260.0
CARV,Carver Bancorp Inc. Common Stock,Finance,True,6225.0
CASH,Pathward Financial Inc. Common Stock,Finance,True,6225.0
CASI,CASI Pharmaceuticals Inc. Ordinary Shares,Health Care,True,6225.0
CASS,Cass Information Systems Inc Common Stock,Consumer Discretionary,True,6225.0
CASY,Casey's General Stores Inc. Common Stock,Consumer Discretionary,True,6225.0
CAT,Caterpillar Inc. Common Stock,Industrials,True,6225.0
CATO,Cato Corporation (The) Class A Common Stock,Consumer Discretionary,True,6225.0
CATX,Perspective Therapeutics Inc. Common Stock,Health Care,True,4752.0
CATY,Cathay General Bancorp Common Stock,Finance,True,6225.0
CAVA,CAVA Group Inc. Common Stock,Consumer Discretionary,True,324.0
CB,Chubb Limited  Common Stock,Finance,True,6225.0
CBAN,Colony Bankcorp Inc. Common Stock,Finance,True,6225.0
CBFV,CB Financial Services Inc. Common Stock,Finance,True,5281.0
CBL,CBL & Associates Properties Inc. Common Stock,Real Estate,True,731.0
CBNK,Capital Bancorp Inc. Common Stock,Finance,True,1512.0
CBOE,Cboe Global Markets Inc. Common Stock,Finance,True,3598.0
CBRE,CBRE Group Inc Common Stock Class A,Finance,True,5111.0
CBRG,Chain Bridge I Class A Ordinary Shares,Finance,True,688.0
CBRL,Cracker Barrel Old Country Store Inc Common Stock,Consumer Discretionary,True,6225.0
CBSH,Commerce Bancshares Inc. Common Stock,Finance,True,6225.0
CBT,Cabot Corporation Common Stock,Industrials,True,6225.0
CBU,Community Financial System Inc. Common Stock,Finance,True,6225.0
CBUS,Cibus Inc. Class A Common Stock,Industrials,True,1811.0
CBZ,CBIZ Inc. Common Stock,Consumer Discretionary,True,6225.0
CC,Chemours Company (The) Common Stock,Industrials,True,2336.0
CCAP,Crescent Capital BDC Inc. Common stock,Finance,True,1173.0
CCB,Coastal Financial Corporation Common Stock,Finance,True,1560.0
CCBG,Capital City Bank Group Common Stock,Finance,True,6225.0
CCCC,C4 Therapeutics Inc. Common Stock,Health Care,True,1004.0
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,Technology,True,1003.0
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,Finance,True,2394.0
CCEC,Capital Clean Energy Carriers Corp. Common Share,Consumer Discretionary,True,4406.0
CCEL,Cryo-Cell International Inc. Common Stock,Health Care,True,6225.0
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,Consumer Staples,True,6225.0
CCG,Cheche Group Inc. Class A Ordinary Shares,Finance,True,260.0
CCGWW,Cheche Group Inc. Warrant,Finance,True,258.0
CCI,Crown Castle Inc. Common Stock,Real Estate,True,6225.0
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,Finance,True,1341.0
CCJ,Cameco Corporation Common Stock,Basic Materials,True,6225.0
CCK,Crown Holdings Inc.,Industrials,True,6225.0
CCL,Carnival Corporation Common Stock,Consumer Discretionary,True,6225.0
CCLD,CareCloud Inc. Common Stock,Technology,True,2565.0
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,Technology,True,667.0
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,Technology,True,2240.0
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),Health Care,True,3724.0
CCNE,CNB Financial Corporation Common Stock,Finance,True,6225.0
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,True,1033.0
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,Consumer Discretionary,True,4750.0
CCOI,Cogent Communications Holdings Inc.,Consumer Discretionary,True,5702.0
CCRD,CoreCard Corporation Common Stock,Technology,True,6225.0
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,Consumer Discretionary,True,5771.0
CCS,Century Communities Inc. Common Stock,Consumer Discretionary,True,2589.0
CCSI,Consensus Cloud Solutions Inc. Common Stock,Technology,True,754.0
CCTG,CCSC Technology International Holdings Limited Class A Ordinary Shares,Consumer Discretionary,True,177.0
CCU,Compania Cervecerias Unidas S.A. Common Stock,Consumer Staples,True,6225.0
CCZ,Comcast Holdings ZONES,Telecommunications,True,1182.0
CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,Finance,True,708.0
CDE,Coeur Mining Inc. Common Stock,Basic Materials,True,6225.0
CDIO,Cardio Diagnostics Holdings Inc. Common stock,Health Care,True,680.0
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),Consumer Discretionary,True,192.0
CDLX,Cardlytics Inc. Common Stock,Technology,True,1670.0
CDMO,Avid Bioservices Inc. Common Stock,Health Care,True,6225.0
CDNA,CareDx Inc. Common Stock,Health Care,True,2569.0
CDNS,Cadence Design Systems Inc. Common Stock,Technology,True,6225.0
CDP,COPT Defense Properties Common Shares of Beneficial Interest,Real Estate,True,6225.0
CDRE,Cadre Holdings Inc. Common Stock,Health Care,True,729.0
CDRO,Codere Online Luxembourg S.A. Ordinary Shares,Consumer Discretionary,True,925.0
CDT,Conduit Pharmaceuticals Inc. Common Stock,Health Care,True,631.0
CDTG,CDT Environmental Technology Investment Holdings Limited ordinary shares,Industrials,True,113.0
CDTX,Cidara Therapeutics Inc. Common Stock,Health Care,True,2382.0
CDW,CDW Corporation Common Stock,Consumer Discretionary,True,2834.0
CDXC,ChromaDex Corporation Common Stock,Health Care,True,4094.0
CDXS,Codexis Inc. Common Stock,Industrials,True,3635.0
CDZI,CADIZ Inc. Common Stock,Utilities,True,6225.0
CDZIP,Cadiz Inc. Depositary Shares,Utilities,True,818.0
CE,Celanese Corporation Common Stock,Industrials,True,4956.0
CEAD,CEA Industries Inc. Common Stock,Industrials,True,2654.0
CECO,CECO Environmental Corp. Common Stock,Industrials,True,6225.0
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,Finance,True,6225.0
CEG,Constellation Energy Corporation Common Stock ,Utilities,True,678.0
CEIX,CONSOL Energy Inc. Common Stock ,Energy,True,1729.0
CELC,Celcuity Inc. Common Stock,Health Care,True,1768.0
CELH,Celsius Holdings Inc. Common Stock,Consumer Staples,True,4454.0
CELU,Celularity Inc. Class A Common Stock,Health Care,True,1295.0
CELZ,Creative Medical Technology Holdings Inc. Common Stock,Finance,True,2238.0
CENN,Cenntro Inc. Common Stock,Consumer Discretionary,True,3022.0
CENT,Central Garden & Pet Company Common Stock,Consumer Discretionary,True,6225.0
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,Consumer Discretionary,True,4443.0
CENX,Century Aluminum Company Common Stock,Industrials,True,6225.0
CEP,Cantor Equity Partners Inc. Class A Ordinary Shares,Finance,True,34.0
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),Utilities,True,1675.0
CERO,CERo Therapeutics Holdings Inc. Common Stock,Health Care,True,712.0
CERS,Cerus Corporation Common Stock,Technology,True,6225.0
CERT,Certara Inc. Common Stock,Technology,True,955.0
CET,Central Securities Corporation Common Stock,Finance,True,6225.0
CETX,Cemtrex Inc. Common Stock,Technology,True,6225.0
CETY,Clean Energy Technologies Inc. Common Stock,Consumer Discretionary,True,427.0
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,Finance,True,6225.0
CEVA,CEVA Inc. Common Stock,Technology,True,5514.0
CF,CF Industries Holdings Inc. Common Stock,Industrials,True,4816.0
CFB,CrossFirst Bankshares Inc. Common Stock,Finance,True,1290.0
CFBK,CF Bankshares Inc. Common Stock,Finance,True,6225.0
CFFI,C&F Financial Corporation Common Stock,Finance,True,6225.0
CFFN,Capitol Federal Financial Inc. Common Stock,Finance,True,6225.0
CFFS,CF Acquisition Corp. VII Class A Common Stock,Finance,True,661.0
CFG,Citizens Financial Group Inc. Common Stock,Finance,True,2521.0
CFLT,Confluent Inc. Class A Common Stock,Technology,True,822.0
CFR,Cullen/Frost Bankers Inc. Common Stock,Finance,True,6225.0
CFSB,CFSB Bancorp Inc. Common Stock,Finance,True,681.0
CG,The Carlyle Group Inc. Common Stock,Finance,True,3122.0
CGA,China Green Agriculture Inc. Common Stock,Industrials,True,4143.0
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,Finance,True,847.0
CGAU,Centerra Gold Inc. Common Shares,Basic Materials,True,4095.0
CGBD,Carlyle Secured Lending Inc. Common Stock,Finance,True,1836.0
CGBS,Crown LNG Holdings Limited Ordinary Shares,Utilities,True,58.0
CGC,Canopy Growth Corporation Common Shares,Health Care,True,2639.0
CGEM,Cullinan Therapeutics Inc. Common Stock,Health Care,True,937.0
CGEN,Compugen Ltd. Ordinary Shares,Health Care,True,6071.0
CGNT,Cognyte Software Ltd. Ordinary Shares,Technology,True,917.0
CGNX,Cognex Corporation Common Stock,Industrials,True,6225.0
CGO,Calamos Global Total Return Fund Common Stock,Finance,True,4762.0
CGTX,Cognition Therapeutics Inc. Common Stock,Health Care,True,748.0
CHCI,Comstock Holding Companies Inc. Class A Common Stock,Finance,True,4982.0
CHCO,City Holding Company Common Stock,Finance,True,6225.0
CHCT,Community Healthcare Trust Incorporated Common Stock,Real Estate,True,2357.0
CHD,Church & Dwight Company Inc. Common Stock,Consumer Discretionary,True,6225.0
CHDN,Churchill Downs Incorporated Common Stock,Consumer Discretionary,True,6225.0
CHE,Chemed Corp,Health Care,True,6225.0
CHEF,The Chefs' Warehouse Inc. Common Stock,Consumer Discretionary,True,3315.0
CHEK,Check-Cap Ltd. Ordinary Share,Health Care,True,2411.0
CHGG,Chegg Inc. Common Stock,Real Estate,True,2737.0
CHH,Choice Hotels International Inc. Common Stock,Consumer Discretionary,True,6225.0
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,Finance,True,5603.0
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Technology,True,6225.0
CHMG,Chemung Financial Corp Common Stock,Finance,True,6225.0
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,Real Estate,True,2765.0
CHN,China Fund Inc. (The) Common Stock,Finance,True,6225.0
CHNR,China Natural Resources Inc. Common Stock,Basic Materials,True,6225.0
CHPT,ChargePoint Holdings Inc. Common Stock,Consumer Discretionary,True,1269.0
CHR,Cheer Holding Inc. Class A Ordinary Share,Technology,True,1522.0
CHRD,Chord Energy Corporation Common Stock,Energy,True,3596.0
CHRO,Chromocell Therapeutics Corporation Common Stock,Health Care,True,156.0
CHRS,Coherus BioSciences Inc. Common Stock,Health Care,True,2490.0
CHRW,C.H. Robinson Worldwide Inc. Common Stock,Consumer Discretionary,True,6225.0
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Industrials,True,2443.0
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Industrials,True,2531.0
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Industrials,True,2661.0
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Industrials,True,2774.0
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,Industrials,True,5418.0
CHSN,Chanson International Holding Class A Ordinary Shares,Consumer Staples,True,378.0
CHT,Chunghwa Telecom Co. Ltd.,Telecommunications,True,5337.0
CHTR,Charter Communications Inc. Class A Common Stock New,Telecommunications,True,3709.0
CHUY,Chuy's Holdings Inc. Common Stock,Consumer Discretionary,True,3066.0
CHW,Calamos Global Dynamic Income Fund Common Stock,Finance,True,4325.0
CHWY,Chewy Inc. Class A Common Stock,Consumer Discretionary,True,1333.0
CHX,ChampionX Corporation Common Stock ,Industrials,True,1617.0
CHY,Calamos Convertible and High Income Fund Common Stock,Finance,True,5372.0
CI,The Cigna Group Common Stock,Health Care,True,6225.0
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),Finance,True,6225.0
CIB,BanColombia S.A. Common Stock,Finance,True,6225.0
CIEN,Ciena Corporation Common Stock,Utilities,True,6225.0
CIF,MFS Intermediate High Income Fund Common Stock,Finance,True,6225.0
CIFR,Cipher Mining Inc. Common Stock,Finance,True,992.0
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Utilities,True,6225.0
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Finance,True,6225.0
CII,Blackrock Capital and Income Fund Inc.,Finance,True,5121.0
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,Finance,True,6225.0
CIM,Chimera Investment Corporation Common Stock,Real Estate,True,4237.0
CIMN,Chimera Investment Corporation 9.000% Senior Notes due 2029,Real Estate,True,87.0
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,Real Estate,True,27.0
CINF,Cincinnati Financial Corporation Common Stock,Finance,True,6225.0
CING,Cingulate Inc. Common Stock,Health Care,True,706.0
CINT,CI&T Inc Class A Common Shares,Technology,True,725.0
CIO,City Office REIT Inc. Common Stock,Real Estate,True,2633.0
CION,CION Investment Corporation Common Stock,Finance,True,751.0
CISO,CISO Global Inc. Common Stock,Consumer Discretionary,True,680.0
CISS,C3is Inc. Common Stock,Consumer Discretionary,True,326.0
CITE,Cartica Acquisition Corp Class A Ordinary Shares,Finance,True,652.0
CIVB,Civista Bancshares Inc. Common Stock,Finance,True,6225.0
CIVI,Civitas Resources Inc. Common Stock,Energy,True,3217.0
CIX,CompX International Inc. Common Stock,Consumer Discretionary,True,6225.0
CJET,Chijet Motor Company Inc. Ordinary Shares,Consumer Discretionary,True,685.0
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,Consumer Staples,True,3774.0
CKPT,Checkpoint Therapeutics Inc. Common Stock,Health Care,True,1957.0
CKX,CKX Lands Inc. Common Stock,Energy,True,6225.0
CL,Colgate-Palmolive Company Common Stock,Consumer Discretionary,True,6225.0
CLAR,Clarus Corporation Common Stock,Consumer Discretionary,True,6225.0
CLB,Core Laboratories Inc. Common Stock,Energy,True,6225.0
CLBK,Columbia Financial Inc. Common Stock,Finance,True,1621.0
CLBT,Cellebrite DI Ltd. Ordinary Shares,Technology,True,979.0
CLCO,Cool Company Ltd. Common Shares,Consumer Discretionary,True,386.0
CLDI,Calidi Biotherapeutics Inc. Common Stock,Health Care,True,732.0
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Real Estate,True,3639.0
CLDX,Celldex Therapeutics Inc.,Health Care,True,6225.0
CLEU,China Liberal Education Holdings Limited Ordinary Shares,Real Estate,True,1106.0
CLF,Cleveland-Cliffs Inc. Common Stock,Basic Materials,True,6225.0
CLFD,Clearfield Inc. Common Stock,Utilities,True,6225.0
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Health Care,True,1677.0
CLH,Clean Harbors Inc. Common Stock,Industrials,True,6225.0
CLIR,ClearSign Technologies Corporation Common Stock (DE),Industrials,True,3128.0
CLLS,Cellectis S.A. American Depositary Shares,Health Care,True,2397.0
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,Finance,True,5578.0
CLMB,Climb Global Solutions Inc. Common Stock,Technology,True,6225.0
CLMT,Calumet Inc. Common Stock,Energy,True,4701.0
CLNE,Clean Energy Fuels Corp. Common Stock,Utilities,True,4367.0
CLNN,Clene Inc. Common Stock,Health Care,True,1496.0
CLOV,Clover Health Investments Corp. Class A Common Stock,Health Care,True,1082.0
CLPR,Clipper Realty Inc. Common Stock,Real Estate,True,1921.0
CLPS,CLPS Incorporation Common Stock,Technology,True,1597.0
CLPT,ClearPoint Neuro Inc. Common Stock,Health Care,True,3109.0
CLRB,Cellectar Biosciences Inc.  Common Stock,Health Care,True,4752.0
CLRC,ClimateRock Class A Ordinary Shares,Finance,True,585.0
CLRO,ClearOne Inc. (DE) Common Stock,Utilities,True,6225.0
CLS,Celestica Inc. Common Stock,Technology,True,6225.0
CLSD,Clearside Biomedical Inc. Common Stock,Health Care,True,2096.0
CLSK,CleanSpark Inc. Common Stock,Finance,True,1979.0
CLST,Catalyst Bancorp Inc. Common Stock,Finance,True,745.0
CLVT,Clarivate Plc Ordinary Shares,Technology,True,1489.0
CLW,Clearwater Paper Corporation Common Stock,Basic Materials,True,3980.0
CLWT,Euro Tech Holdings Company Limited Common Stock,Consumer Discretionary,True,6225.0
CLX,Clorox Company (The) Common Stock,Consumer Discretionary,True,6225.0
CM,Canadian Imperial Bank of Commerce Common Stock,Finance,True,6225.0
CMA,Comerica Incorporated Common Stock,Finance,True,6225.0
CMAX,CareMax Inc. Class A Common Stock,Health Care,True,1013.0
CMBM,Cambium Networks Corporation Ordinary Shares,Technology,True,1325.0
CMBT,CMB.TECH NV Ordinary Shares,Consumer Discretionary,True,2437.0
CMC,Commercial Metals Company Common Stock,Industrials,True,6225.0
CMCL,Caledonia Mining Corporation Plc Common Shares,Basic Materials,True,6225.0
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,Technology,True,2617.0
CMCO,Columbus McKinnon Corporation Common Stock,Industrials,True,6225.0
CMCSA,Comcast Corporation Class A Common Stock,Telecommunications,True,6225.0
CMCT,Creative Media & Community Trust Corporation Common stock,Real Estate,True,6225.0
CME,CME Group Inc. Class A Common Stock,Finance,True,5490.0
CMG,Chipotle Mexican Grill Inc. Common Stock,Consumer Discretionary,True,4701.0
CMI,Cummins Inc. Common Stock,Industrials,True,6225.0
CMLS,Cumulus Media Inc. Class A Common Stock,Consumer Discretionary,True,1547.0
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Health Care,True,1418.0
CMND,Clearmind Medicine Inc. Common Shares,Health Care,True,470.0
CMP,Compass Minerals Intl Inc Common Stock,Industrials,True,5234.0
CMPO,CompoSecure Inc. Class A Common Stock,Finance,True,970.0
CMPR,Cimpress plc Ordinary Shares (Ireland),Consumer Discretionary,True,4781.0
CMPS,COMPASS Pathways Plc American Depository Shares,Health Care,True,1014.0
CMPX,Compass Therapeutics Inc. Common Stock,Health Care,True,879.0
CMRE,Costamare Inc. Common Stock $0.0001 par value,Consumer Discretionary,True,3498.0
CMRX,Chimerix Inc. Common Stock,Health Care,True,2888.0
CMS,CMS Energy Corporation Common Stock,Utilities,True,6225.0
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,Utilities,True,1649.0
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,Utilities,True,1509.0
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,Utilities,True,1412.0
CMT,Core Molding Technologies Inc Common Stock,Industrials,True,6225.0
CMTG,Claros Mortgage Trust Inc. Common Stock,Finance,True,730.0
CMTL,Comtech Telecommunications Corp. Common Stock,Technology,True,6225.0
CMU,MFS Municipal Income Trust Common Stock,Finance,True,6225.0
CNA,CNA Financial Corporation Common Stock,Finance,True,6225.0
CNC,Centene Corporation Common Stock,Health Care,True,5737.0
CNDT,Conduent Incorporated Common Stock ,Consumer Discretionary,True,1961.0
CNET,ZW Data Action Technologies Inc. Common Stock,Technology,True,3807.0
CNEY,CN Energy Group Inc. Class A Ordinary Shares,Industrials,True,918.0
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,Finance,True,1482.0
CNFR,Conifer Holdings Inc. Common Stock,Finance,True,2298.0
CNH,CNH Industrial N.V. Common Shares,Industrials,True,2769.0
CNI,Canadian National Railway Company Common Stock,Industrials,True,6225.0
