Symbol,Company_Name,Sector,Data_Exising,History_Existing,IPO_Year,Country,Industry
EXP,Eagle Materials Inc Common Stock,Industrials,True,6225.0,,United States,Building Materials
EXPD,Expeditors International of Washington Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Oil Refining/Marketing
EXPO,Exponent Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Professional Services
EXTR,Extreme Networks Inc. Common Stock,Telecommunications,True,6225.0,1999.0,United States,Computer Communications Equipment
EZPW,EZCORP Inc. Class A Non Voting Common Stock,Consumer Discretionary,True,6225.0,1991.0,United States,Other Specialty Stores
F,Ford Motor Company Common Stock,Consumer Discretionary,True,6225.0,,United States,Auto Manufacturing
FARM,Farmer Brothers Company Common Stock,Consumer Staples,True,6225.0,,United States,Packaged Foods
FARO,FARO Technologies Inc. Common Stock,Industrials,True,6225.0,1997.0,United States,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,Consumer Discretionary,True,6225.0,1987.0,United States,RETAIL: Building Materials
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,Finance,True,6225.0,1986.0,United States,Investment Managers
FBNC,First Bancorp Common Stock,Finance,True,6225.0,1987.0,United States,Major Banks
FBP,First BanCorp. New Common Stock,Finance,True,6225.0,,Puerto Rico,Major Banks
FC,Franklin Covey Company Common Stock,Consumer Discretionary,True,6225.0,,United States,Other Consumer Services
FCAP,First Capital Inc. Common Stock,Finance,True,6225.0,,United States,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,Finance,True,6225.0,,United States,Major Banks
FCCO,First Community Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FCEL,FuelCell Energy Inc. Common Stock,Energy,True,6225.0,,United States,Industrial Machinery/Components
FCF,First Commonwealth Financial Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FCFS,FirstCash Holdings Inc. Common Stock,Consumer Discretionary,True,6225.0,1991.0,United States,Other Specialty Stores
FCN,FTI Consulting Inc. Common Stock,Consumer Discretionary,True,6225.0,1999.0,United States,Professional Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,Finance,True,6225.0,,United States,Major Banks
FCO,abrdn Global Income Fund Inc. Common Stock,Finance,True,6225.0,1992.0,United States,Investment Managers
FCX,Freeport-McMoRan Inc. Common Stock,Basic Materials,True,6225.0,,United States,Metal Mining
FDBC,Fidelity D & D Bancorp Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
FDP,Fresh Del Monte Produce Inc. Common Stock,Consumer Staples,True,6225.0,1997.0,Cayman Islands,Farming/Seeds/Milling
FDS,FactSet Research Systems Inc. Common Stock,Technology,True,6225.0,2000.0,United States,Computer Software: Programming Data Processing
FDX,FedEx Corporation Common Stock,Consumer Discretionary,True,6225.0,,United States,Air Freight/Delivery Services
FE,FirstEnergy Corp. Common Stock,Utilities,True,6225.0,,United States,Electric Utilities: Central
FEIM,Frequency Electronics Inc. Common Stock,Industrials,True,6225.0,,United States,Electrical Products
FELE,Franklin Electric Co. Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Metal Fabrications
FFBC,First Financial Bancorp. Common Stock,Finance,True,6225.0,,United States,Major Banks
FFIC,Flushing Financial Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FFIN,First Financial Bankshares Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
FFIV,F5 Inc. Common Stock,Telecommunications,True,6225.0,1999.0,United States,Computer Communications Equipment
FHI,Federated Hermes Inc. Common Stock,Finance,True,6225.0,,United States,Investment Managers
FHN,First Horizon Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FI,Fiserv Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Business Services
FICO,Fair Isaac Corproation Common Stock,Consumer Discretionary,True,6225.0,,United States,Business Services
FISI,Financial Institutions Inc. Common Stock,Finance,True,6225.0,1999.0,United States,Major Banks
FITB,Fifth Third Bancorp Common Stock,Finance,True,6225.0,,United States,Major Banks
FIX,Comfort Systems USA Inc. Common Stock,Industrials,True,6225.0,1997.0,United States,Engineering & Construction
FIZZ,National Beverage Corp. Common Stock,Consumer Staples,True,6225.0,,United States,Beverages (Production/Distribution)
FL,Foot Locker Inc.,Consumer Discretionary,True,6225.0,,United States,Clothing/Shoe/Accessory Stores
FLEX,Flex Ltd. Ordinary Shares,Technology,True,6225.0,1994.0,Singapore,Electrical Products
FLIC,First of Long Island Corporation (The) Common Stock,Finance,True,6225.0,,United States,Major Banks
FLL,Full House Resorts Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Hotels/Resorts
FLO,Flowers Foods Inc. Common Stock,Consumer Staples,True,6225.0,,United States,Packaged Foods
FLS,Flowserve Corporation Common Stock,Industrials,True,6225.0,,United States,Fluid Controls
FLWS,1-800-FLOWERS.COM Inc. Common Stock,Consumer Discretionary,True,6225.0,1999.0,United States,Other Specialty Stores
FLXS,Flexsteel Industries Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Home Furnishings
FMBH,First Mid Bancshares Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
FMC,FMC Corporation Common Stock,Industrials,True,6225.0,,United States,Major Chemicals
FMNB,Farmers National Banc Corp. Common Stock,Finance,True,6225.0,,United States,Major Banks
FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),Health Care,True,6225.0,,Germany,Misc Health and Biotechnology Services
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Consumer Staples,True,6225.0,,Mexico,Beverages (Production/Distribution)
FNB,F.N.B. Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FNLC,First Bancorp Inc  (ME) Common Stock,Finance,True,6225.0,,United States,Major Banks
FNWD,Finward Bancorp Common Stock,Finance,True,6225.0,,United States,Major Banks
FONR,Fonar Corporation Common Stock,Health Care,True,6225.0,1981.0,United States,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FORD,Forward Industries Inc. Common Stock,Industrials,True,6225.0,,United States,Plastic Products
FORR,Forrester Research Inc. Common Stock,Consumer Discretionary,True,6225.0,1996.0,United States,Diversified Commercial Services
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,Technology,True,6225.0,,Israel,EDP Services
FOSL,Fossil Group Inc. Common Stock,Consumer Discretionary,True,6225.0,1993.0,United States,Consumer Specialties
FR,First Industrial Realty Trust Inc. Common Stock,Real Estate,True,6225.0,1994.0,United States,Real Estate Investment Trusts
FRAF,Franklin Financial Services Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FRD,Friedman Industries Inc. Common Stock,Industrials,True,6225.0,1975.0,United States,Steel/Iron Ore
FRME,First Merchants Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FRPH,FRP Holdings Inc. Common Stock,Finance,True,6225.0,,United States,Real Estate
FRT,Federal Realty Investment Trust Common Stock,Real Estate,True,6225.0,,United States,Real Estate Investment Trusts
FSI,Flexible Solutions International Inc. Common Stock (CDA),Industrials,True,6225.0,2002.0,Canada,Major Chemicals
FSS,Federal Signal Corporation Common Stock,Consumer Discretionary,True,6225.0,,United States,Auto Manufacturing
FSTR,L.B. Foster Company Common Stock,Industrials,True,6225.0,,United States,Metal Fabrications
FT,Franklin Universal Trust Common Stock,Finance,True,6225.0,,United States,Trusts Except Educational Religious and Charitable
FTEK,Fuel Tech Inc. Common Stock,Industrials,True,6225.0,,United States,Pollution Control Equipment
FUL,H. B. Fuller Company Common Stock,Industrials,True,6225.0,,United States,Home Furnishings
FULT,Fulton Financial Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FUN,Six Flags Entertainment Corporation Common Stock New,Consumer Discretionary,True,6225.0,,United States,Services-Misc. Amusement & Recreation
FUNC,First United Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
FUND,Sprott Focus Trust Inc. Common Stock,Finance,True,6225.0,,United States,Investment Managers
FUSB,First US Bancshares Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
FWRD,Forward Air Corporation Common Stock,Consumer Discretionary,True,6225.0,,United States,Oil Refining/Marketing
FXNC,First National Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
GAB,Gabelli Equity Trust Inc. (The) Common Stock,Finance,True,6225.0,1986.0,United States,Investment Managers
GABC,German American Bancorp Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
GAIA,Gaia Inc. Class A Common Stock,Consumer Discretionary,True,6225.0,1999.0,United States,Movies/Entertainment
GAM,General American Investors Inc. Common Stock,Finance,True,6225.0,,United States,Investment Managers
GAP,Gap Inc. (The) Common Stock,Consumer Discretionary,True,6225.0,,United States,Clothing/Shoe/Accessory Stores
GATX,GATX Corporation Common Stock,Consumer Discretionary,True,6225.0,,United States,Transportation Services
GBCI,Glacier Bancorp Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
GBR,New Concept Energy Inc Common Stock,Energy,True,6225.0,1993.0,United States,Oil & Gas Production
GBX,Greenbrier Companies Inc. (The) Common Stock,Industrials,True,6225.0,1994.0,United States,Railroads
GCBC,Greene County Bancorp Inc. Common Stock,Finance,True,6225.0,,United States,Banks
GCO,Genesco Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Clothing/Shoe/Accessory Stores
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,Finance,True,6225.0,,United States,Finance/Investors Services
GD,General Dynamics Corporation Common Stock,Industrials,True,6225.0,,United States,Marine Transportation
GDEN,Golden Entertainment Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Services-Misc. Amusement & Recreation
GE,GE Aerospace Common Stock,Technology,True,6225.0,,United States,Consumer Electronics/Appliances
GEG,Great Elm Group Inc. Common Stock,Technology,True,6225.0,,United States,Computer Software: Prepackaged Software
GEL,Genesis Energy L.P. Common Units,Energy,True,6225.0,2001.0,United States,Oil Refining/Marketing
GEN,Gen Digital Inc. Common Stock,Technology,True,6225.0,,United States,Computer Software: Prepackaged Software
GEO,Geo Group Inc (The) REIT,Consumer Discretionary,True,6225.0,,United States,Homebuilding
GEOS,Geospace Technologies Corporation Common Stock (Texas),Industrials,True,6225.0,,United States,Industrial Machinery/Components
GERN,Geron Corporation Common Stock,Health Care,True,6225.0,1996.0,United States,Biotechnology: Pharmaceutical Preparations
GES,Guess? Inc. Common Stock,Consumer Discretionary,True,6225.0,1996.0,United States,Apparel
GF,New Germany Fund Inc. (The) Common Stock,Finance,True,6225.0,1990.0,United States,Investment Managers
GFF,Griffon Corporation Common Stock,Industrials,True,6225.0,,United States,Building Products
GFI,Gold Fields Limited American Depositary Shares,Basic Materials,True,6225.0,,South Africa,Precious Metals
GGB,Gerdau S.A. Common Stock,Industrials,True,6225.0,,Brazil,Steel/Iron Ore
GGG,Graco Inc. Common Stock,Industrials,True,6225.0,,United States,Fluid Controls
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,Finance,True,6225.0,,United States,Trusts Except Educational Religious and Charitable
GHC,Graham Holdings Company Common Stock,Real Estate,True,6225.0,,United States,Other Consumer Services
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,Finance,True,6225.0,2022.0,United States,Finance: Consumer Services
GHM,Graham Corporation Common Stock,Industrials,True,6225.0,1978.0,United States,Industrial Machinery/Components
GIB,CGI Inc. Common Stock,Consumer Discretionary,True,6225.0,,Canada,Professional Services
GIC,Global Industrial Company Common Stock,Industrials,True,6225.0,,United States,Industrial Machinery/Components
GIFI,Gulf Island Fabrication Inc. Common Stock,Industrials,True,6225.0,1997.0,United States,Metal Fabrications
GIII,G-III Apparel Group LTD. Common Stock,Consumer Discretionary,True,6225.0,1989.0,United States,Apparel
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Consumer Discretionary,True,6225.0,2000.0,Canada,Apparel
GILD,Gilead Sciences Inc. Common Stock,Health Care,True,6225.0,1992.0,United States,Biotechnology: Biological Products (No Diagnostic Substances)
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,Technology,True,6225.0,,Israel,Radio And Television Broadcasting And Communications Equipment
GIS,General Mills Inc. Common Stock,Consumer Staples,True,6225.0,,United States,Packaged Foods
GL,Globe Life Inc. Common Stock,Finance,True,6225.0,,United States,Life Insurance
GLBZ,Glen Burnie Bancorp Common Stock,Finance,True,6225.0,,United States,Major Banks
GLT,Glatfelter Corporation Common Stock,Basic Materials,True,6225.0,2000.0,United States,Paper
GLW,Corning Incorporated Common Stock,Industrials,True,6225.0,,United States,Telecommunications Equipment
GNSS,Genasys Inc. Common Stock,Consumer Staples,True,6225.0,,United States,Consumer Electronics/Appliances
GNTX,Gentex Corporation Common Stock,Consumer Discretionary,True,6225.0,,United States,Auto Parts:O.E.M.
GOGL,Golden Ocean Group Limited Common Stock,Consumer Discretionary,True,6225.0,,Bermuda,Marine Transportation
GOLD,Barrick Gold Corporation Common Stock (BC),Basic Materials,True,6225.0,,Canada,Precious Metals
GPC,Genuine Parts Company Common Stock,Consumer Discretionary,True,6225.0,,United States,Automotive Aftermarket
GPI,Group 1 Automotive Inc. Common Stock,Consumer Discretionary,True,6225.0,1997.0,United States,Retail-Auto Dealers and Gas Stations
GPK,Graphic Packaging Holding Company,Consumer Discretionary,True,6225.0,,United States,Containers/Packaging
GPUS,Hyperscale Data Inc. Common Stock,Technology,True,6225.0,1997.0,United States,Industrial Machinery/Components
GRC,Gorman-Rupp Company (The) Common Stock,Industrials,True,6225.0,1971.0,United States,Fluid Controls
GROW,U.S. Global Investors Inc. Class A Common Stock,Finance,True,6225.0,,United States,Investment Managers
GS,Goldman Sachs Group Inc. (The) Common Stock,Finance,True,6225.0,1999.0,United States,Investment Bankers/Brokers/Service
GSBC,Great Southern Bancorp Inc. Common Stock,Finance,True,6225.0,1989.0,United States,Major Banks
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),Health Care,True,6225.0,2022.0,United Kingdom,Biotechnology: Pharmaceutical Preparations
GT,The Goodyear Tire & Rubber Company Common Stock,Consumer Discretionary,True,6225.0,,United States,Automotive Aftermarket
GTIM,Good Times Restaurants Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Restaurants
GTY,Getty Realty Corporation Common Stock,Finance,True,6225.0,,United States,Real Estate
GUT,Gabelli Utility Trust (The) Common Stock,Finance,True,6225.0,,United States,Trusts Except Educational Religious and Charitable
GVA,Granite Construction Incorporated Common Stock,Industrials,True,6225.0,,United States,Military/Government/Technical
GVP,GSE Systems Inc. Common Stock,Technology,True,6225.0,,United States,Computer Software: Prepackaged Software
GWW,W.W. Grainger Inc. Common Stock,Industrials,True,6225.0,,United States,Office Equipment/Supplies/Services
GYRO,Gyrodyne LLC Common Stock,Real Estate,True,6225.0,,United States,Building operators
HAE,Haemonetics Corporation Common Stock,Health Care,True,6225.0,1991.0,United States,Medical/Dental Instruments
HAFC,Hanmi Financial Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
HAIN,Hain Celestial Group Inc. (The) Common Stock,Consumer Staples,True,6225.0,,United States,Packaged Foods
HAL,Halliburton Company Common Stock,Energy,True,6225.0,,United States,Oilfield Services/Equipment
HAS,Hasbro Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Recreational Games/Products/Toys
HBAN,Huntington Bancshares Incorporated Common Stock,Finance,True,6225.0,,United States,Major Banks
HCKT,Hackett Group Inc (The). Common Stock,Consumer Discretionary,True,6225.0,,United States,Professional Services
HCSG,Healthcare Services Group Inc. Common Stock,Health Care,True,6225.0,1983.0,United States,Hospital/Nursing Management
HD,Home Depot Inc. (The) Common Stock,Consumer Discretionary,True,6225.0,,United States,RETAIL: Building Materials
HDSN,Hudson Technologies Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Industrial Specialties
HE,Hawaiian Electric Industries Inc. Common Stock,Utilities,True,6225.0,,United States,Electric Utilities: Central
HEI,Heico Corporation Common Stock,Industrials,True,6225.0,2000.0,United States,Aerospace
HELE,Helen of Troy Limited Common Stock,Consumer Discretionary,True,6225.0,,Bermuda,Home Furnishings
HES,Hess Corporation Common Stock,Energy,True,6225.0,,United States,Integrated oil Companies
HFWA,Heritage Financial Corporation Common Stock,Finance,True,6225.0,,United States,Banks
HGBL,Heritage Global Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Business Services
HHS,Harte Hanks Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Advertising
HIFS,Hingham Institution for Savings Common Stock,Finance,True,6225.0,,United States,Banks
HIG,Hartford Financial Services Group Inc. (The) Common Stock,Finance,True,6225.0,,United States,Property-Casualty Insurers
HIHO,Highway Holdings Limited Common Stock,Industrials,True,6225.0,,Hong Kong,Metal Fabrications
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,Finance,True,6225.0,,United States,Finance/Investors Services
HIW,Highwoods Properties Inc. Common Stock,Real Estate,True,6225.0,1994.0,United States,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,Finance,True,6225.0,1998.0,United States,Finance/Investors Services
HL,Hecla Mining Company Common Stock,Industrials,True,6225.0,,United States,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HLIO,Helios Technologies Inc. Common Stock,Industrials,True,6225.0,2021.0,United States,Metal Fabrications
HLIT,Harmonic Inc. Common Stock,Technology,True,6225.0,1995.0,United States,Radio And Television Broadcasting And Communications Equipment
HLX,Helix Energy Solutions Group Inc. Common Stock,Energy,True,6225.0,,United States,Oilfield Services/Equipment
HMC,Honda Motor Company Ltd. Common Stock,Consumer Discretionary,True,6225.0,,Japan,Auto Manufacturing
HMN,Horace Mann Educators Corporation Common Stock,Finance,True,6225.0,1991.0,United States,Property-Casualty Insurers
HMNF,HMN Financial Inc. Common Stock,Finance,True,6225.0,,United States,Savings Institutions
HMY,Harmony Gold Mining Company Limited,Basic Materials,True,6225.0,,South Africa,Precious Metals
HNI,HNI Corporation Common Stock,Consumer Discretionary,True,6225.0,,United States,Office Equipment/Supplies/Services
HNRG,Hallador Energy Company Common Stock,Energy,True,6225.0,,United States,Coal Mining
HOG,Harley-Davidson Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Motor Vehicles
HOLX,Hologic Inc. Common Stock,Health Care,True,6225.0,1990.0,United States,Medical Electronics
HON,Honeywell International Inc. Common Stock,Industrials,True,6225.0,,United States,Aerospace
HOPE,Hope Bancorp Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
HOV,Hovnanian Enterprises Inc. Class A Common Stock,Consumer Discretionary,True,6225.0,1983.0,United States,Homebuilding
HP,Helmerich & Payne Inc. Common Stock,Energy,True,6225.0,,United States,Oil & Gas Production
HPQ,HP Inc. Common Stock,Technology,True,6225.0,,United States,Computer Manufacturing
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,Finance,True,6225.0,1987.0,United States,Finance Companies
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,Finance,True,6225.0,1992.0,United States,Investment Managers
HR,Healthcare Realty Trust Incorporated Common Stock,Real Estate,True,6225.0,,United States,Real Estate Investment Trusts
HRB,H&R Block Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Other Consumer Services
HRL,Hormel Foods Corporation Common Stock,Consumer Staples,True,6225.0,,United States,Meat/Poultry/Fish
HRTX,Heron Therapeutics Inc. Common Stock,Health Care,True,6225.0,,United States,Biotechnology: Pharmaceutical Preparations
HSBC,HSBC Holdings plc. Common Stock,Finance,True,6225.0,,United Kingdom,Savings Institutions
HSIC,Henry Schein Inc. Common Stock,Health Care,True,6225.0,1995.0,United States,Medical Specialities
HSII,Heidrick & Struggles International Inc. Common Stock,Consumer Discretionary,True,6225.0,1999.0,United States,Diversified Commercial Services
HST,Host Hotels & Resorts Inc. Common Stock,Real Estate,True,6225.0,,United States,Real Estate Investment Trusts
HSY,The Hershey Company Common Stock,Consumer Staples,True,6225.0,,United States,Specialty Foods
HTBK,Heritage Commerce Corp Common Stock,Finance,True,6225.0,,United States,Major Banks
HTLD,Heartland Express Inc. Common Stock,Industrials,True,6225.0,1986.0,United States,Trucking Freight/Courier Services
HTLF,Heartland Financial USA Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
HUBB,Hubbell Inc Common Stock,Technology,True,6225.0,2015.0,United States,Electrical Products
HUBG,Hub Group Inc. Class A Common Stock,Consumer Discretionary,True,6225.0,1996.0,United States,Oil Refining/Marketing
HUM,Humana Inc. Common Stock,Health Care,True,6225.0,,United States,Medical Specialities
HURC,Hurco Companies Inc. Common Stock,Industrials,True,6225.0,,United States,Industrial Machinery/Components
HVT,Haverty Furniture Companies Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Other Specialty Stores
HWBK,Hawthorn Bancshares Inc. Common Stock,Finance,True,6225.0,,United States,Major Banks
HWC,Hancock Whitney Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
HWKN,Hawkins Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Specialty Chemicals
HXL,Hexcel Corporation Common Stock,Industrials,True,6225.0,,United States,Major Chemicals
HYB,New America High Income Fund Inc. (The) Common Stock,Finance,True,6225.0,1988.0,United States,Investment Managers
HZO,MarineMax Inc.  (FL) Common Stock,Consumer Discretionary,True,6225.0,1998.0,United States,Auto & Home Supply Stores
IAC,IAC Inc. Common Stock,Technology,True,6225.0,,United States,Computer Software: Programming Data Processing
IAF,abrdn Australia Equity Fund Inc. Common Stock,Finance,True,6225.0,1985.0,United States,Finance/Investors Services
IART,Integra LifeSciences Holdings Corporation Common Stock,Health Care,True,6225.0,,United States,Medical/Dental Instruments
IBCP,Independent Bank Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
IBM,International Business Machines Corporation Common Stock,Technology,True,6225.0,,United States,Computer Manufacturing
IBOC,International Bancshares Corporation Common Stock,Finance,True,6225.0,,United States,Major Banks
ICAD,iCAD Inc. Common Stock,Health Care,True,6225.0,,United States,Medical/Dental Instruments
ICCC,ImmuCell Corporation Common Stock,Health Care,True,6225.0,1987.0,United States,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ICLR,ICON plc Ordinary Shares,Health Care,True,6225.0,1998.0,Ireland,Biotechnology: Commercial Physical & Biological Resarch
ICUI,ICU Medical Inc. Common Stock,Health Care,True,6225.0,1992.0,United States,Medical/Dental Instruments
IDA,IDACORP Inc. Common Stock,Utilities,True,6225.0,,United States,Electric Utilities: Central
IDN,Intellicheck Inc. Common Stock,Technology,True,6225.0,1999.0,United States,Computer Software: Prepackaged Software
IDR,Idaho Strategic Resources Inc. Common Stock,Basic Materials,True,6225.0,2022.0,,Precious Metals
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,True,6225.0,1991.0,United States,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IEP,Icahn Enterprises L.P. Common Stock,Consumer Discretionary,True,6225.0,,United States,Auto Parts:O.E.M.
IESC,IES Holdings Inc. Common Stock,Industrials,True,6225.0,,United States,Engineering & Construction
IEX,IDEX Corporation Common Stock,Industrials,True,6225.0,1989.0,United States,Fluid Controls
IFF,International Flavors & Fragrances Inc. Common Stock,Industrials,True,6225.0,,United States,Major Chemicals
IFN,India Fund Inc. (The) Common Stock,Finance,True,6225.0,,United States,Finance/Investors Services
IGT,International Game Technology Ordinary Shares,Consumer Discretionary,True,6225.0,2015.0,United States,Services-Misc. Amusement & Recreation
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Finance,True,6225.0,1999.0,United States,Investment Bankers/Brokers/Service
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,Finance,True,6225.0,1994.0,United States,Trusts Except Educational Religious and Charitable
IIIN,Insteel Industries Inc. Common Stock,Industrials,True,6225.0,,United States,Steel/Iron Ore
IIM,Invesco Value Municipal Income Trust Common Stock,Finance,True,6225.0,,United States,Investment Managers
IMAX,Imax Corporation Common Stock,Consumer Discretionary,True,6225.0,,Canada,Industrial Machinery/Components
IMKTA,Ingles Markets Incorporated Class A Common Stock,Consumer Staples,True,6225.0,1987.0,United States,Food Chains
IMMR,Immersion Corporation Common Stock,Technology,True,6225.0,1999.0,United States,Computer peripheral equipment
IMNN,Imunon Inc. Common Stock,Health Care,True,6225.0,,United States,Biotechnology: Pharmaceutical Preparations
IMO,Imperial Oil Limited Common Stock,Energy,True,6225.0,1929.0,Canada,Integrated oil Companies
INCY,Incyte Corp. Common Stock,Health Care,True,6225.0,,United States,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,Finance,True,6225.0,,United States,Major Banks
INFY,Infosys Limited American Depositary Shares,Technology,True,6225.0,,India,EDP Services
ING,ING Group N.V. Common Stock,Finance,True,6225.0,1997.0,Netherlands,Commercial Banks
INGR,Ingredion Incorporated Common Stock,Consumer Staples,True,6225.0,,United States,Packaged Foods
INO,Inovio Pharmaceuticals Inc. Common Stock,Health Care,True,6225.0,,United States,Medical/Dental Instruments
INOD,Innodata Inc. Common Stock,Technology,True,6225.0,1993.0,United States,EDP Services
INSI,Insight Select Income Fund,Finance,True,6225.0,,United States,Investment Managers
INTC,Intel Corporation Common Stock,Technology,True,6225.0,,United States,Semiconductors
INTG,Intergroup Corporation (The) Common Stock,Real Estate,True,6225.0,,United States,Building operators
INTT,inTest Corporation Common Stock,Industrials,True,6225.0,1997.0,United States,Electrical Products
INTU,Intuit Inc. Common Stock,Technology,True,6225.0,1993.0,United States,Computer Software: Prepackaged Software
INTZ,Intrusion Inc. Common Stock,Telecommunications,True,6225.0,,United States,Computer Communications Equipment
INUV,Inuvo Inc.,Consumer Discretionary,True,6225.0,,United States,Advertising
INVE,Identiv Inc. Common Stock,Technology,True,6225.0,,United States,Computer peripheral equipment
INVX,Innovex International Inc. Common Stock,Industrials,True,6225.0,,United States,Metal Fabrications
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care,True,6225.0,,United States,Biotechnology: Pharmaceutical Preparations
IOR,Income Opportunity Realty Investors Inc. Common Stock,Real Estate,True,6225.0,1987.0,United States,Real Estate Investment Trusts
IOSP,Innospec Inc. Common Stock,Industrials,True,6225.0,,United States,Major Chemicals
IP,International Paper Company Common Stock,Basic Materials,True,6225.0,,United States,Paper
IPAR,Inter Parfums Inc. Common Stock,Consumer Discretionary,True,6225.0,,United States,Package Goods/Cosmetics
IPG,Interpublic Group of Companies Inc. (The) Common Stock,Consumer Discretionary,True,6225.0,,United States,Advertising
IQI,Invesco Quality Municipal Income Trust Common Stock,Finance,True,6225.0,,United States,Finance Companies
IRIX,IRIDEX Corporation Common Stock,Health Care,True,6225.0,1996.0,United States,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate,True,6225.0,,United States,Real Estate Investment Trusts
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),Real Estate,True,6225.0,,Argentina,Homebuilding
IT,Gartner Inc. Common Stock,Consumer Discretionary,True,6225.0,1993.0,United States,Other Consumer Services
ITI,Iteris Inc. Common Stock,Telecommunications,True,6225.0,,United States,Telecommunications Equipment
ITIC,Investors Title Company Common Stock,Finance,True,6225.0,,United States,Specialty Insurers
ITRI,Itron Inc. Common Stock,Industrials,True,6225.0,1993.0,United States,Electrical Products
ITT,ITT Inc. Common Stock ,Industrials,True,6225.0,2011.0,United States,Fluid Controls
ITW,Illinois Tool Works Inc. Common Stock,Industrials,True,6225.0,,United States,Industrial Machinery/Components
IVAC,Intevac Inc. Common Stock,Technology,True,6225.0,1995.0,United States,Industrial Machinery/Components
IVZ,Invesco Ltd Common Stock,Finance,True,6225.0,,United States,Investment Managers
IX,Orix Corp Ads Common Stock,Finance,True,6225.0,,Japan,Diversified Financial Services
J,Jacobs Solutions Inc. Common Stock,Industrials,True,6225.0,2022.0,United States,Military/Government/Technical
